token_ids,price
544,41346.07
545,22615.795
546,26974.174
547,27483.06
548,33562.113
549,57745.65
550,31442.09
551,30230.264
552,28693.562
553,36038.113
554,33489.0
555,34718.496
556,34878.457
557,34607.38
558,34556.66
559,53621.24
560,24606.889
561,27484.164
562,38132.25
563,28276.61
564,13275.627
565,25348.934
566,26028.482
567,35116.676
568,35530.777
569,25783.602
570,26187.842
571,32468.158
572,36197.99
573,25136.24
574,38350.434
575,34945.2
576,32953.18
577,30383.42
578,28119.645
579,38586.0
580,32963.117
581,37114.473
582,33120.887
583,38318.92
584,27743.514
585,53860.67
586,33355.656
587,25295.703
588,34389.23
589,35719.02
590,35636.195
591,23383.22
592,25309.227
593,17463.771
594,20885.49
595,26616.832
596,33742.74
597,24122.178
598,22105.375
599,25283.592
600,27991.4
601,21804.729
602,31910.65
603,24717.861
604,24829.93
605,28448.125
606,26440.86
607,20373.871
608,26219.125
609,16106.477
610,24773.303
611,24822.059
612,46193.805
613,37784.516
614,30530.06
615,28405.084
616,22780.89
617,25149.29
618,45059.8
619,20805.078
620,22967.314
621,20077.695
622,15716.902
623,19728.344
624,53436.28
625,21384.398
626,18311.871
627,22262.371
628,22473.445
629,11087.735
630,19085.135
631,28097.004
632,21275.336
633,15730.728
634,22308.32
635,20118.107
636,16905.195
637,19798.732
638,22198.719
639,15429.031
640,20000.227
641,15232.712
642,21611.43
643,23197.51
644,21266.82
645,12954.286
646,50862.52
647,24832.764
648,16333.044
649,15090.575
650,19188.266
651,17445.562
652,26337.027
653,14943.401
654,12835.966
655,18910.314
656,23780.068
657,21801.395
658,21129.79
659,19026.908
660,28739.326
661,18669.672
662,15120.994
663,18890.873
664,22297.928
665,276313.5
666,29058.88
667,15693.209
668,23193.895
669,41476.926
670,18567.947
671,48163.066
672,19445.0
673,21982.732
674,20273.244
675,27544.062
676,17925.617
677,20806.316
678,19282.457
679,25478.297
680,22281.28
681,13978.636
682,23084.176
683,31763.389
684,20045.426
685,26224.059
686,14474.332
687,14856.544
688,15988.066
689,11021.264
690,21107.605
691,23027.371
692,14128.311
693,20628.475
694,11518.031
695,13309.902
696,22699.121
697,19188.729
698,20155.494
699,23722.46
700,19368.396
701,21156.197
702,18004.44
703,28549.604
704,15916.486
705,14705.982
706,15958.011
707,17036.836
708,21172.994
709,12430.962
710,17309.154
711,19489.293
712,21972.67
713,18994.406
714,25026.852
715,19664.273
716,27211.582
717,17866.75
718,25965.36
719,14787.282
720,26129.469
721,15270.105
722,15668.703
723,24403.43
724,19425.994
725,19404.637
726,46025.863
727,19677.857
728,27915.41
729,25995.008
730,15201.449
731,19350.102
732,20762.719
733,27640.08
734,18189.033
735,20535.281
736,15974.352
737,11400.893
738,16543.062
739,22795.018
740,22078.908
741,20183.594
742,12252.534
743,29008.91
744,45513.66
745,26564.256
746,16842.42
747,20900.773
748,13700.346
749,12027.677
750,18418.7
751,18007.684
752,19748.773
753,12299.972
754,23493.482
755,23493.936
756,20348.135
757,19245.957
758,23589.773
759,18769.373
760,18632.842
761,14238.204
762,7540.465
763,22158.422
764,15968.815
765,17550.494
766,18453.795
767,24154.707
768,16800.018
769,17501.19
770,22140.61
771,20412.312
772,51571.043
773,21583.715
774,19405.258
775,20865.941
776,24241.502
777,14896.508
778,14715.983
779,22485.383
780,21599.84
781,20667.04
782,17145.797
783,21733.207
784,16808.908
785,60699.336
786,16741.137
787,23440.35
788,16914.377
789,20951.08
790,12496.271
791,29386.65
792,21185.055
793,20852.822
794,14659.176
795,17916.77
796,17847.559
797,21459.28
798,21012.406
799,17723.893
800,17713.256
801,23067.145
802,18111.473
803,22112.842
804,296669.22
805,19671.352
806,24255.893
807,22985.266
808,13909.859
809,19180.973
810,29112.959
811,67527.73
812,22287.701
813,17050.924
814,23270.262
815,19293.531
816,24197.475
817,19209.082
818,18225.967
819,24784.205
820,19832.379
821,49213.848
822,19950.756
823,14339.735
824,14926.674
825,23065.637
826,33114.133
827,23112.115
828,21024.385
829,22355.51
830,17200.97
831,20659.521
832,23755.55
833,20386.01
834,47091.664
835,17304.047
836,19407.854
837,20412.21
838,19231.756
839,16147.864
840,18864.195
841,14703.809
842,19886.484
843,19420.975
844,20482.566
845,32610.164
846,19239.46
847,47070.395
848,23162.88
849,16459.043
850,58537.168
851,78257.516
852,17806.432
853,19007.006
854,20644.79
855,22450.352
856,27410.625
857,25198.436
858,19468.852
859,14315.116
860,22747.947
861,25140.154
862,19825.41
863,23981.623
864,22303.084
865,22581.012
866,21356.064
867,22475.428
868,24949.488
869,27240.01
870,26303.18
871,62996.4
872,15634.396
873,23612.586
874,16437.486
875,64213.758
876,21719.451
877,24225.193
878,29034.922
879,11114.755
880,22595.74
881,18985.697
882,20431.75
883,20473.025
884,22196.215
885,24107.588
886,17661.541
887,55049.363
888,13654.048
889,22806.33
890,24873.89
891,23942.795
892,14599.051
893,22415.594
894,16685.56
895,23311.125
896,18722.771
897,27976.207
898,20557.898
899,17826.033
900,25924.648
901,18058.055
902,28375.818
903,25091.35
904,17420.17
905,16829.346
906,21898.516
907,15033.928
908,19554.395
909,20545.457
910,19976.383
911,20295.457
912,22691.346
913,19362.338
914,21282.166
915,21075.441
916,16885.242
917,17205.934
918,19334.436
919,21849.252
920,21481.492
921,18512.105
922,18548.084
923,7194.7964
924,23857.602
925,24525.184
926,22910.123
927,16992.238
928,54705.598
929,19007.469
930,18780.45
931,18170.215
932,53904.094
933,17981.57
934,21574.34
935,18488.094
936,21932.574
937,18919.223
938,57781.77
939,21247.188
940,16883.674
941,13234.559
942,18888.59
943,23468.03
944,25179.025
945,53019.93
946,50308.78
947,40372.812
948,18508.414
949,17479.938
950,28577.537
951,16368.129
952,16520.494
953,58071.652
954,23327.848
955,20492.918
956,20474.932
957,9268.311
958,18155.465
959,48595.97
960,19255.26
961,22391.97
962,14310.281
963,20843.475
964,57449.336
965,29365.621
966,23031.002
967,19201.82
968,15350.535
969,37942.37
970,24425.656
971,19288.223
972,18459.79
973,21023.045
974,20852.549
975,17529.705
976,25352.195
977,20933.36
978,23371.912
979,18052.098
980,15623.192
981,12987.924
982,24050.945
983,18600.293
984,19854.422
985,22274.154
986,41821.004
987,14949.733
988,13796.531
989,18812.291
990,18966.215
991,16613.635
992,20314.762
993,21881.506
994,21758.775
995,14825.067
996,25844.033
997,65662.18
998,19756.438
999,23332.705
1000,17458.996
1001,20164.08
1002,21376.281
1003,17760.938
1004,18529.408
1005,22020.73
1006,18536.422
1007,24784.59
1008,51998.2
1009,17186.824
1010,16762.006
1011,18870.31
1012,56941.887
1013,23311.447
1014,15830.247
1015,14245.335
1016,13466.559
1017,18243.707
1018,15447.266
1019,59864.035
1020,12548.977
1021,16204.671
1022,13228.675
1023,19267.998
1024,24308.035
1025,12176.483
1026,46426.74
1027,16409.22
1028,13240.567
1029,12972.558
1030,11735.673
1031,19926.564
1032,11921.654
1033,17903.69
1034,20057.887
1035,14594.774
1036,14972.656
1037,14931.445
1038,21240.285
1039,17549.125
1040,14393.354
1041,19925.564
1042,16047.053
1043,11410.415
1044,20901.99
1045,27495.71
1046,13307.762
1047,15530.814
1048,12739.686
1049,16530.246
1050,12880.536
1051,15325.287
1052,14587.628
1053,14674.453
1054,18087.404
1055,20852.91
1056,38980.473
1057,18855.154
1058,15322.4375
1059,18159.135
1060,10533.402
1061,13874.869
1062,21305.963
1063,15015.222
1064,19170.098
1065,20374.996
1066,11213.85
1067,10514.176
1068,13203.061
1069,22160.146
1070,12253.195
1071,11343.37
1072,16458.059
1073,13566.347
1074,12253.994
1075,11393.577
1076,14076.053
1077,6776.427
1078,43910.902
1079,10377.656
1080,14875.262
1081,11814.596
1082,15327.446
1083,21235.812
1084,13911.685
1085,13255.829
1086,13454.511
1087,10058.076
1088,-2813.0447
1089,18191.281
1090,26009.44
1091,15760.519
1092,14061.126
1093,63720.418
1094,15163.649
1095,17010.988
1096,13311.106
1097,20075.74
1098,12478.412
1099,13725.782
1100,8078.4854
1101,14694.946
1102,17218.508
1103,10344.242
1104,15699.863
1105,15423.827
1106,15530.48
1107,21943.387
1108,22199.78
1109,11156.809
1110,53577.312
1111,21418.715
1112,53577.934
1113,16744.521
1114,9064.097
1115,14591.086
1116,15064.105
1117,22602.424
1118,8874.037
1119,14668.922
1120,11998.383
1121,16736.213
1122,11858.132
1123,16594.994
1124,13339.501
1125,12869.321
1126,10499.281
1127,14869.702
1128,16109.274
1129,21090.281
1130,15451.804
1131,13352.319
1132,12916.563
1133,13318.066
1134,17352.152
1135,21373.553
1136,7349.927
1137,18850.412
1138,9778.356
1139,8124.456
1140,10759.4
1141,12241.986
1142,13603.24
1143,8757.768
1144,14349.593
1145,8670.792
1146,9688.833
1147,17142.768
1148,8586.396
1149,13294.017
1150,13234.977
1151,11246.0
1152,10809.76
1153,8948.434
1154,14348.109
1155,53720.242
1156,21888.258
1157,12824.991
1158,8626.278
1159,12940.16
1160,8003.313
1161,6977.4717
1162,17767.049
1163,7029.0576
1164,21749.812
1165,12232.45
1166,15030.004
1167,14914.56
1168,12678.111
1169,10876.15
1170,15540.13
1171,14829.35
1172,11904.739
1173,7688.8486
1174,10844.165
1175,8232.222
1176,15620.023
1177,8569.63
1178,69134.67
1179,48170.863
1180,16771.557
1181,7255.8516
1182,9227.886
1183,8522.218
1184,10406.13
1185,10031.777
1186,58728.145
1187,21779.771
1188,16066.307
1189,5440.431
1190,12229.94
1191,13381.032
1192,11130.142
1193,17860.775
1194,18072.03
1195,12947.491
1196,25375.467
1197,9407.474
1198,12200.861
1199,13877.91
1200,11104.539
1201,11539.553
1202,7555.2715
1203,6646.3403
1204,16328.389
1205,44392.54
1206,19516.396
1207,20085.975
1208,15848.691
1209,14170.626
1210,4132.272
1211,13735.845
1212,14759.836
1213,9410.453
1214,10933.345
1215,9215.262
1216,10284.788
1217,42125.703
1218,14306.119
1219,10900.959
1220,16141.62
1221,13880.608
1222,12055.453
1223,9833.946
1224,9847.576
1225,14258.419
1226,9393.517
1227,17226.438
1228,15090.219
1229,16225.298
1230,14157.531
1231,13588.123
1232,12359.432
1233,11024.863
1234,15967.876
1235,13896.313
1236,22472.352
1237,6755.4424
1238,15642.89
1239,12448.497
1240,9858.636
1241,-933.14044
1242,10198.024
1243,11289.997
1244,17547.113
1245,10842.348
1246,14584.711
1247,13363.337
1248,14311.83
1249,9816.234
1250,26170.129
1251,15789.427
1252,70102.69
1253,52068.598
1254,9869.779
1255,13764.737
1256,13610.636
1257,10529.211
1258,15588.786
1259,11786.179
1260,12643.483
1261,17267.79
1262,9939.477
1263,9485.607
1264,9673.29
1265,11110.3545
1266,48809.055
1267,12026.537
1268,57799.41
1269,12175.413
1270,25644.385
1271,15700.906
1272,14136.788
1273,17406.896
1274,10691.64
1275,13997.215
1276,11865.099
1277,50231.766
1278,15237.297
1279,12472.997
1280,19627.72
1281,14125.591
1282,10325.033
1283,14184.542
1284,15887.655
1285,16654.928
1286,46718.4
1287,10553.487
1288,62890.01
1289,11874.773
1290,8086.6978
1291,10700.02
1292,41521.41
1293,17332.652
1294,9562.403
1295,9428.497
1296,10493.675
1297,9517.022
1298,10867.275
1299,16159.235
1300,12216.118
1301,19770.39
1302,12798.727
1303,15122.24
1304,14463.854
1305,9899.487
1306,10173.975
1307,16245.059
1308,21469.553
1309,15191.243
1310,15256.9795
1311,17383.23
1312,14674.898
1313,15856.135
1314,13071.305
1315,12676.855
1316,14991.208
1317,9332.64
1318,16368.832
1319,5086.793
1320,11076.959
1321,16830.072
1322,42907.754
1323,9518.682
1324,18747.895
1325,12789.603
1326,11217.603
1327,34154.176
1328,15915.105
1329,59454.098
1330,51791.754
1331,9841.803
1332,20664.629
1333,7477.6597
1334,7608.644
1335,11743.503
1336,15031.884
1337,15203.283
1338,8292.285
1339,14658.381
1340,15117.318
1341,9908.791
1342,10821.736
1343,10618.496
1344,14133.409
1345,9616.342
1346,33771.703
1347,9738.758
1348,9218.522
1349,10779.57
1350,15374.866
1351,12665.345
1352,8623.473
1353,15624.093
1354,9530.523
1355,10234.392
1356,12347.822
1357,14334.141
1358,10634.665
1359,11463.037
1360,8592.8125
1361,15867.857
1362,11675.497
1363,17585.732
1364,11473.001
1365,17666.812
1366,11400.131
1367,17347.38
1368,9513.225
1369,9030.099
1370,12838.206
1371,11234.83
1372,9628.604
1373,16545.22
1374,5992.5093
1375,22817.178
1376,-428.37173
1377,10203.635
1378,15111.662
1379,14458.691
1380,17837.371
1381,13176.387
1382,44469.562
1383,9483.985
1384,9663.889
1385,9436.357
1386,4950.521
1387,44345.848
1388,12788.603
1389,11134.395
1390,10036.4795
1391,10118.201
1392,17757.156
1393,16328.009
1394,13720.421
1395,14707.436
1396,16848.69
1397,15373.214
1398,11769.463
1399,16810.615
1400,11376.369
1401,8269.7295
1402,23719.703
1403,19084.145
1404,8621.167
1405,26996.045
1406,20893.035
1407,13845.453
1408,13104.841
1409,9587.818
1410,15253.739
1411,19999.123
1412,13236.757
1413,55025.332
1414,15428.345
1415,10256.305
1416,18360.986
1417,11922.031
1418,14998.727
1419,14942.601
1420,38145.746
1421,9155.416
1422,9583.203
1423,17857.043
1424,11255.64
1425,13845.453
1426,57866.84
1427,15350.912
1428,50037.227
1429,11004.093
1430,13165.621
1431,15142.81
1432,12998.898
1433,9983.261
1434,11952.025
1435,10700.257
1436,16301.684
1437,10719.358
1438,10849.878
1439,19287.293
1440,20301.303
1441,12854.704
1442,15424.147
1443,54904.652
1444,12361.338
1445,16466.01
1446,58127.02
1447,12248.571
1448,13317.441
1449,20152.264
1450,15439.005
1451,9469.036
1452,11983.813
1453,10350.153
1454,11103.537
1455,49909.566
1456,10630.0625
1457,11896.613
1458,14300.1
1459,14431.608
1460,16067.909
1461,56335.727
1462,10809.059
1463,15851.672
1464,17213.03
1465,10889.578
1466,14761.763
1467,10705.79
1468,9389.276
1469,16181.315
1470,16984.068
1471,21315.994
1472,16896.803
1473,15586.916
1474,16598.225
1475,19602.354
1476,19662.941
1477,18832.084
1478,15972.117
1479,16078.3
1480,12873.693
1481,24447.707
1482,17242.967
1483,13875.733
1484,14787.348
1485,18716.633
1486,10609.945
1487,20910.953
1488,18698.236
1489,15338.961
1490,12012.872
1491,18040.018
1492,17307.275
1493,14549.708
1494,15285.105
1495,16280.614
1496,17423.543
1497,16190.678
1498,17200.826
1499,14414.345
1500,14317.443
1501,12003.616
1502,20740.74
1503,24929.324
1504,3717.1873
1505,6328.53
1506,4152.9067
1507,3836.8323
1508,2788.0825
1509,9089.219
1510,2812.5151
1511,6985.0625
1512,11610.8125
1513,9780.046
1514,32297.125
1515,2813.6167
1516,6691.7974
1517,14145.343
1518,2753.8206
1519,5794.487
1520,5278.8
1521,-2006.4421
1522,7745.6885
1523,13515.172
1524,6002.924
1525,15688.356
1526,26332.643
1527,7887.72
1528,9470.041
1529,21072.16
1530,10019.465
1531,8638.209
1532,11222.66
1533,16237.726
1534,9516.563
1535,23711.326
1536,10253.69
1537,14575.198
1538,14656.938
1539,38889.258
1540,7406.478
1541,12762.504
1542,13408.64
1543,10381.364
1544,12714.292
1545,13223.141
1546,15995.259
1547,8191.317
1548,12538.363
1549,9605.504
1550,7672.5435
1551,14310.342
1552,18629.738
1553,32201.688
1554,16507.057
1555,7763.275
1556,12854.462
1557,49338.055
1558,22331.764
1559,8031.4966
1560,17538.049
1561,14002.802
1562,9625.509
1563,16087.216
1564,22455.566
1565,9260.463
1566,8983.774
1567,17394.406
1568,11861.712
1569,10119.372
1570,9272.883
1571,9593.06
1572,15685.321
1573,19054.227
1574,41844.06
1575,12670.548
1576,13321.511
1577,10878.158
1578,10612.386
1579,11999.887
1580,15812.35
1581,11133.71
1582,20263.24
1583,9214.668
1584,9024.626
1585,11320.499
1586,45930.133
1587,10544.645
1588,8667.886
1589,12160.687
1590,9177.207
1591,10353.602
1592,12452.1455
1593,18870.494
1594,11619.294
1595,12623.771
1596,12400.526
1597,9474.35
1598,10622.597
1599,12034.519
1600,12701.374
1601,12701.555
1602,45415.785
1603,13089.314
1604,13553.593
1605,34521.566
1606,17805.727
1607,11161.967
1608,11454.805
1609,9759.762
1610,13524.202
1611,19395.385
1612,11356.388
1613,21357.283
1614,11241.203
1615,25643.885
1616,14422.394
1617,12988.0205
1618,47920.45
1619,10670.143
1620,10280.4375
1621,19456.676
1622,45993.336
1623,10527.455
1624,11182.771
1625,12558.667
1626,15461.055
1627,15736.911
1628,10181.046
1629,52195.77
1630,44700.94
1631,16033.8125
1632,10240.681
1633,16619.24
1634,11182.771
1635,41772.867
1636,11600.135
1637,18308.71
1638,50058.61
1639,11286.451
1640,10429.516
1641,9140.175
1642,13477.3545
1643,18150.404
1644,44857.992
1645,14037.626
1646,10852.35
1647,49441.64
1648,9822.495
1649,10823.469
1650,14604.5
1651,7823.496
1652,12819.116
1653,15499.069
1654,14203.646
1655,16029.923
1656,11752.391
1657,14320.194
1658,15348.559
1659,11990.761
1660,11340.904
1661,42664.69
1662,10858.117
1663,7666.2583
1664,15565.049
1665,15167.893
1666,15947.783
1667,17053.08
1668,8984.452
1669,12053.957
1670,64167.04
1671,8643.124
1672,11115.541
1673,14304.759
1674,16438.654
1675,51823.81
1676,10910.555
1677,17542.592
1678,9080.384
1679,44513.57
1680,12347.116
1681,43529.977
1682,9623.847
1683,11296.282
1684,16687.146
1685,11878.8545
1686,9841.64
1687,18226.861
1688,13367.548
1689,15448.506
1690,16828.041
1691,16944.27
1692,10115.16
1693,9000.114
1694,9747.752
1695,14693.564
1696,12359.905
1697,10619.401
1698,11944.775
1699,44015.7
1700,8486.23
1701,15602.984
1702,10341.798
1703,53870.26
1704,17728.15
1705,11177.937
1706,15371.482
1707,6641.163
1708,16251.701
1709,11981.279
1710,15843.158
1711,12304.351
1712,43251.086
1713,13271.129
1714,10912.483
1715,9723.072
1716,38772.83
1717,15575.747
1718,9730.679
1719,10037.151
1720,15304.242
1721,9162.304
1722,14595.425
1723,9526.724
1724,18689.236
1725,23222.371
1726,14707.235
1727,8030.3257
1728,15690.236
1729,16782.777
1730,10054.926
1731,7602.505
1732,11717.695
1733,17281.549
1734,15005.916
1735,12193.758
1736,21540.83
1737,12334.03
1738,13190.376
1739,17256.172
1740,15074.757
1741,12849.253
1742,9725.379
1743,17014.957
1744,24328.545
1745,10146.152
1746,10060.801
1747,16781.604
1748,9817.577
1749,53089.79
1750,13014.741
1751,23104.037
1752,12592.965
1753,13024.14
1754,7571.3467
1755,8872.78
1756,12050.413
1757,7971.3555
1758,11073.982
1759,9485.791
1760,40120.87
1761,8218.52
1762,12423.975
1763,16148.027
1764,10469.407
1765,8489.188
1766,10038.567
1767,11054.833
1768,16235.918
1769,17060.336
1770,9865.941
1771,9189.482
1772,47466.61
1773,49834.902
1774,12866.941
1775,10956.151
1776,11993.794
1777,11866.335
1778,9090.975
1779,10405.855
1780,9228.494
1781,10194.821
1782,8493.378
1783,53221.707
1784,9202.188
1785,15638.485
1786,10169.6045
1787,12169.275
1788,9035.183
1789,11120.66
1790,12030.928
1791,41457.64
1792,12474.979
1793,10367.495
1794,12315.317
1795,9864.282
1796,8984.689
1797,9844.275
1798,13075.903
1799,14270.944
1800,10366.257
1801,9199.576
1802,9195.083
1803,19892.81
1804,9783.705
1805,20684.824
1806,14649.455
1807,9513.191
1808,20551.092
1809,22507.18
1810,15005.984
1811,51013.785
1812,6696.9346
1813,10721.451
1814,10413.882
1815,10093.003
1816,9463.35
1817,10523.586
1818,11459.785
1819,10702.805
1820,14829.606
1821,12257.275
1822,10238.115
1823,10743.657
1824,6899.5176
1825,9730.079
1826,12337.699
1827,7590.436
1828,9651.2
1829,12086.134
1830,17178.502
1831,14037.2705
1832,12949.856
1833,9320.126
1834,8522.335
1835,16225.535
1836,14698.896
1837,9819.929
1838,9488.282
1839,15013.481
1840,16434.95
1841,59212.008
1842,9856.866
1843,465881.4
1844,16376.53
1845,9796.059
1846,12793.801
1847,10894.071
1848,12886.633
1849,10114.815
1850,8335.635
1851,12334.869
1852,10219.104
1853,12155.343
1854,15866.703
1855,22971.568
1856,10760.852
1857,21300.701
1858,10296.412
1859,12631.493
1860,46089.027
1861,70756.875
1862,12575.777
1863,15508.975
1864,46356.07
