,token_ids,Artifact,Category,Eastern Resource,Eastern Resource Tier,Environment,Environment Tier,Koda,Northern Resource,Northern Resource Tier,Obelisk Piece,Plot,Sediment,Sediment Tier,Southern Resource,Southern Resource Tier,Western Resource,Western Resource Tier,block_timestamp,price_usd,koda_or_not
9,9,74,1,39,2,26,1,9992,51,2,1,-1.7788031347871245,0,0,74,0,74,0,-1.608439305268112,848284.198933863,0
10,10,74,1,74,0,17,0,9992,8,1,1,-1.7787684204093102,0,2,3,1,42,2,-1.608439305268112,706903.4991115525,0
12,12,74,1,74,0,16,2,9992,74,0,1,-1.7786989916536813,0,1,74,0,74,0,0.13899737413094806,455201.1917054355,0
16,16,74,3,73,3,3,2,9992,55,3,0,-1.778560134142424,0,1,74,0,74,0,0.13899737413094806,407886.3724959099,0
17,17,74,1,74,0,2,1,9992,74,0,0,-1.7785254197646096,0,0,3,3,74,0,0.13899737413094806,228416.3685977096,0
18,17,74,1,74,0,2,1,9992,74,0,0,-1.7785254197646096,0,0,3,3,74,0,-0.8092240798065264,109960.31141928508,0
25,24,18,3,31,2,23,1,9992,74,0,1,-1.7782824191199091,0,1,74,0,4,1,-1.5948932844975767,951428.9661200616,0
27,26,12,5,74,0,0,2,9992,39,2,1,-1.7782129903642803,0,0,51,3,74,0,-1.567801242956506,732116.4350574599,0
30,29,74,5,42,2,0,0,1239,12,3,1,-1.7781088472308373,0,1,42,3,47,1,0.13899737413094806,373623.9172062535,1
34,33,74,5,74,0,21,1,6450,29,3,1,-1.7779699897195798,0,2,47,2,51,2,-1.567801242956506,980065.7481835464,1
35,33,74,5,74,0,21,1,6450,29,3,1,-1.7779699897195798,0,2,47,2,51,2,-1.608439305268112,612735.1874265047,1
38,36,74,7,74,0,6,1,9992,32,2,1,-1.7778658465861368,0,0,74,0,74,0,-1.608439305268112,385573.4445554053,0
42,40,74,7,3,3,12,1,9992,74,0,1,-1.7777269890748792,0,0,74,0,74,0,-0.6060337682484962,148939.8502978335,0
51,49,74,2,74,0,14,1,9992,55,3,1,-1.77741455967455,0,0,74,0,74,0,-1.608439305268112,395865.9595024694,0
61,59,74,3,74,0,8,3,9992,74,0,1,-1.7770674158964066,0,0,73,3,74,0,-1.567801242956506,549731.2359287478,0
63,61,68,6,62,1,20,1,9992,74,0,1,-1.7769979871407777,0,0,47,2,74,0,-1.6219853260386474,477905.7935553306,0
68,66,21,7,74,0,15,3,9992,3,1,1,-1.776824415251706,0,0,27,2,74,0,-1.567801242956506,852665.7275769613,0
74,72,74,7,55,2,25,0,9992,74,0,1,-1.77661612898482,0,2,55,1,74,0,0.13899737413094806,117471.27527882208,0
79,77,43,2,73,1,14,4,9992,62,3,1,-1.776442557095748,0,2,42,2,51,1,-1.5000711391038293,312248.5034185198,0
80,77,43,2,73,1,14,4,9992,62,3,1,-1.776442557095748,0,2,42,2,51,1,-1.5948932844975767,568571.6644381149,0
89,86,24,3,51,3,28,1,9992,55,3,1,-1.776130127695419,0,2,36,3,42,1,-1.6219853260386474,314052.3786220744,0
92,89,74,6,32,1,18,0,4449,29,1,1,-1.7760259845619757,0,0,74,0,10,2,0.13899737413094806,122365.91174877298,1
101,98,43,3,51,2,3,0,9992,32,1,1,-1.7757135551616465,0,1,20,2,1,2,-0.13192304127975896,118202.10907731668,0
102,99,74,1,73,2,26,3,9992,39,2,1,-1.7756788407838322,0,0,74,0,73,1,0.13899737413094806,161523.00350838032,0
105,102,56,1,74,0,2,3,9992,74,0,1,-1.7755746976503892,0,1,47,2,36,2,-1.6219853260386474,305859.70787541155,0
108,105,74,5,74,0,11,2,9992,27,3,1,-1.775470554516946,0,1,74,0,74,0,-1.5813472637270414,305862.29364459246,0
110,107,74,6,74,0,27,0,9992,74,0,1,-1.7754011257613174,0,2,74,0,74,0,-1.5813472637270414,306140.60328394145,0
112,109,26,6,74,0,20,0,9992,74,0,1,-1.7753316970056887,0,2,74,0,74,0,-1.5948932844975767,288571.5482826613,0
142,139,74,1,31,3,26,1,9992,74,0,1,-1.7742902656712578,0,1,29,2,74,0,-1.608439305268112,279933.7856481748,0
143,139,74,1,31,3,26,1,9992,74,0,1,-1.7742902656712578,0,1,29,2,74,0,-1.608439305268112,139966.89282408738,0
144,140,74,3,73,3,8,0,9992,74,0,1,-1.7742555512934435,0,0,36,3,74,0,-1.0395064329056274,86479.44198805961,0
145,140,74,3,73,3,8,0,9992,74,0,1,-1.7742555512934435,0,0,36,3,74,0,-1.5813472637270414,275526.54295554734,0
147,142,74,2,66,2,4,0,9992,31,1,1,-1.7741861225378148,0,0,32,3,51,1,-1.5813472637270414,275526.54295554734,0
164,159,74,5,74,0,19,3,9992,74,0,1,-1.7735959781149708,0,2,48,3,27,2,0.08481329104880665,77800.227958879,0
167,162,28,6,74,0,24,3,9992,36,1,1,-1.7734918349815276,0,0,73,2,27,3,-1.6219853260386474,286743.4761331984,0
174,169,74,1,29,1,26,1,9992,29,2,0,-1.7732488343368271,0,1,36,3,47,2,-1.608439305268112,314572.0571046409,0
177,172,74,7,74,0,6,1,9992,74,0,1,-1.7731446912033841,0,0,74,0,74,0,-1.608439305268112,212071.0497334657,0
179,174,74,1,74,0,26,0,9992,27,3,1,-1.7730752624477553,0,1,62,2,62,2,-1.567801242956506,405751.2772607609,0
180,175,62,2,62,2,9,0,9992,27,1,0,-1.773040548069941,0,1,47,1,55,3,-1.5271631806449,329499.0819191488,0
182,177,74,7,74,0,25,0,9992,55,1,0,-1.7729711193143123,0,0,74,0,74,0,-1.6219853260386474,273089.02488876035,0
183,177,74,7,74,0,25,0,9992,55,1,0,-1.7729711193143123,0,0,74,0,74,0,-1.6219853260386474,136544.51244438018,0
191,185,74,5,74,0,19,0,9992,42,1,1,-1.7726934042917974,0,0,74,0,74,0,-1.5948932844975767,311428.700621882,0
194,188,74,3,74,0,8,1,9466,74,0,0,-1.7725892611583542,0,0,74,0,74,0,0.13899737413094806,151733.7305684785,1
198,192,74,7,74,0,12,3,9992,74,0,1,-1.772450403647097,0,2,73,1,47,2,-1.567801242956506,352827.19761805295,0
200,194,74,5,74,0,0,3,9992,4,3,1,-1.7723809748914683,0,1,74,0,74,0,-1.567801242956506,417512.1838480293,0
202,196,74,6,74,0,24,4,9992,74,0,1,-1.7723115461358394,0,2,39,3,74,0,-1.4458870560216879,194998.2956149873,0
205,199,74,5,31,1,21,1,9992,73,1,1,-1.7722074030023964,0,2,27,2,4,2,-1.608439305268112,355402.8032133241,0
218,212,74,1,27,1,17,0,9992,74,0,1,-1.7717561160908097,0,0,50,2,74,0,-1.567801242956506,317191.6506586296,0
221,215,74,6,74,0,27,4,9992,74,0,1,-1.7716519729573668,0,2,74,0,74,0,-1.6219853260386474,273089.02488876035,0
225,219,74,3,74,0,23,2,9992,74,0,1,-1.7715131154461092,0,0,74,0,74,0,-1.567801242956506,367528.33085213846,0
228,222,74,6,27,1,18,0,9992,32,2,1,-1.7714089723126663,0,0,10,3,74,0,-1.608439305268112,282620.0189447987,0
229,222,74,6,27,1,18,0,9992,32,2,1,-1.7714089723126663,0,0,10,3,74,0,-1.608439305268112,118759.78785074082,0
230,223,56,1,74,0,17,1,9992,74,0,1,-1.7713742579348517,0,2,74,0,51,2,-1.567801242956506,379289.2374394069,0
232,225,74,4,29,1,22,2,9992,73,1,1,-1.771304829179223,0,1,74,0,74,0,-1.608439305268112,366713.259199109,0
239,232,74,6,51,1,24,0,9992,42,3,1,-1.7710618285345225,0,0,29,1,29,2,-1.608439305268112,656006.4471755207,0
240,232,74,6,51,1,24,0,9992,42,3,1,-1.7710618285345225,0,0,29,1,29,2,-1.608439305268112,282761.399644621,0
241,232,74,6,51,1,24,0,9992,42,3,1,-1.7710618285345225,0,0,29,1,29,2,-1.6219853260386474,24578.01223998843,0
246,237,74,1,47,1,2,0,9992,39,1,1,-1.7708882566454507,0,0,31,1,74,0,-1.608439305268112,282761.399644621,0
247,238,74,1,74,0,2,2,9992,74,0,1,-1.7708535422676364,0,1,74,0,73,3,-1.567801242956506,431919.2944174332,0
248,239,74,1,74,0,2,2,9992,3,1,1,-1.770818827889822,0,1,74,0,74,0,-1.4729790975627586,143845.07141096226,0
252,243,44,1,29,3,16,2,9992,32,2,1,-1.7706799703785647,0,0,36,3,39,3,-1.567801242956506,526300.5697802623,0
260,251,74,1,74,0,26,0,9992,4,1,1,-1.7704022553560497,0,0,74,0,74,0,-1.567801242956506,308723.79791579634,0
271,262,74,2,47,2,13,4,9992,58,1,1,-1.7700203972000919,0,2,74,0,16,1,-1.567801242956506,246979.03833263705,0
276,267,74,1,62,3,16,2,9992,74,0,1,-1.76984682531102,0,2,36,2,74,0,-1.5948932844975767,285714.40424025874,0
280,271,74,1,62,2,2,1,9992,74,0,1,-1.7697079677997627,0,1,29,3,74,0,-1.567801242956506,352827.19761805295,0
281,271,74,1,62,2,2,1,9992,74,0,1,-1.7697079677997627,0,1,29,3,74,0,-1.608439305268112,284712.45330216887,0
291,281,74,3,74,0,23,3,9992,11,3,1,-1.769360824021619,0,0,74,0,74,0,-1.567801242956506,294022.6646817108,0
293,283,74,3,74,0,3,0,9992,74,0,1,-1.7692913952659903,0,2,74,0,27,1,-1.608439305268112,282761.399644621,0
297,287,74,7,74,0,25,4,9992,67,2,1,-1.7691525377547328,0,1,55,2,74,0,-1.567801242956506,573344.196129336,0
300,290,74,2,74,0,9,2,9992,74,0,1,-1.7690483946212898,0,2,74,0,31,3,-1.6219853260386474,163716.8704208118,0
301,290,74,2,74,0,9,2,9992,74,0,1,-1.7690483946212898,0,2,74,0,31,3,-1.6219853260386474,109235.60995550411,0
302,291,74,4,74,0,1,0,9992,74,0,1,-1.7690136802434755,0,2,74,0,74,0,-1.608439305268112,282761.399644621,0
303,291,74,4,74,0,1,0,9992,74,0,1,-1.7690136802434755,0,2,74,0,74,0,-1.6219853260386474,274973.3391604928,0
304,292,74,7,74,0,25,1,9992,74,0,1,-1.7689789658656612,0,1,74,0,74,0,-1.5542552221859707,384774.2629148167,0
305,292,74,7,74,0,25,1,9992,74,0,1,-1.7689789658656612,0,1,74,0,74,0,-1.567801242956506,338126.06438396743,0
311,298,24,5,74,0,11,0,2648,74,0,1,-1.768770679598775,0,0,74,0,74,0,-1.608439305268112,279933.7856481748,1
326,313,26,4,74,0,22,1,9992,74,0,1,-1.7682499639315596,0,1,74,0,74,0,-1.3646109313984758,100822.06242288213,0
330,317,69,3,74,0,28,2,9992,27,2,1,-1.7681111064203021,0,0,29,2,74,0,-1.4729790975627586,60414.92999260416,0
344,331,74,4,29,2,7,4,9992,47,2,1,-1.767625105130901,0,1,74,0,62,3,-1.6219853260386474,135697.936467225,0
345,332,74,5,3,1,19,3,9992,48,2,1,-1.7675903907530868,0,0,47,2,74,0,-1.3510649106279404,48563.57426747684,0
346,333,74,7,62,2,15,0,9992,47,1,0,-1.7675556763752724,0,2,74,0,74,0,-0.9988683705940213,18515.25350149301,0
348,335,8,2,74,0,13,1,9992,74,0,1,-1.7674862476196436,0,0,74,0,32,3,-1.5000711391038293,212490.02739798985,0
352,339,65,4,74,0,22,1,9992,74,0,1,-1.7673473901083863,0,2,32,1,74,0,-1.608439305268112,95856.11447952651,0
364,351,74,1,74,0,26,0,9992,74,0,0,-1.766930817574614,0,2,74,0,74,0,-0.8634081628886678,22845.63352710673,0
371,358,74,7,62,3,15,3,9992,47,1,1,-1.7666878169299134,0,0,74,0,0,3,-1.5136171598743646,93248.17925425402,0
372,358,74,7,62,3,15,3,9992,47,1,1,-1.7666878169299134,0,0,74,0,0,3,-1.5948932844975767,111371.47477285285,0
373,358,74,7,62,3,15,3,9992,47,1,1,-1.7666878169299134,0,0,74,0,0,3,-1.608439305268112,93311.26188272492,0
382,367,74,1,74,0,2,1,9992,47,2,1,-1.7663753875295842,0,1,74,0,74,0,-1.6219853260386474,165737.72920498863,0
383,368,61,3,74,0,3,0,9992,29,3,1,-1.76634067315177,0,0,31,1,74,0,-1.5948932844975767,71428.60106006468,0
386,371,74,3,74,0,23,2,9992,62,3,1,-1.7662365300183267,0,1,74,0,32,3,-1.5948932844975767,85685.7498316536,0
397,382,74,6,29,2,24,1,9992,74,0,1,-1.7658546718623689,0,0,32,1,74,0,-1.608439305268112,98966.48987561736,0
402,387,74,4,18,2,7,4,5901,55,2,1,-1.765681099973297,0,1,74,0,73,3,-1.5271631806449,152887.57401048506,1
419,404,74,4,32,1,7,2,9992,74,0,1,-1.765090955550453,0,2,73,3,62,1,-1.6219853260386474,133813.62219549256,0
432,417,74,1,74,0,2,1,9992,39,2,1,-1.7646396686388663,0,0,27,1,39,2,-1.256242765234193,31081.020342409727,0
448,433,56,3,62,1,8,0,9992,62,3,1,-1.7640842385938367,0,0,61,2,74,0,-1.567801242956506,117579.66360621614,0
480,465,74,3,74,0,3,0,9992,1,3,1,-1.762973378503777,0,1,74,0,74,0,-1.5813472637270414,71497.74634876779,0
487,472,74,2,64,3,4,2,9992,74,0,0,-1.7627303778590766,0,1,62,1,74,0,-0.7008559136422436,13749.278908626158,0
498,483,43,7,4,3,25,4,9992,74,0,1,-1.7623485197031186,0,0,74,0,42,3,-1.6219853260386474,84657.5977155157,0
501,486,74,3,74,0,8,1,9992,36,1,1,-1.7622443765696756,0,2,74,0,39,1,-1.5000711391038293,53681.69113212374,0
516,501,29,1,27,2,17,3,9992,42,1,1,-1.7617236609024602,0,1,42,1,32,1,-1.608439305268112,104621.71786850978,0
520,505,59,7,4,1,25,0,9992,7,1,0,-1.7615848033912027,0,1,73,1,39,1,-1.5813472637270414,77926.42070809122,0
525,510,74,7,74,0,12,1,9992,74,0,1,-1.761411231502131,0,2,32,2,29,2,-1.567801242956506,85266.57275769612,0
541,526,62,1,36,1,2,1,9992,74,0,1,-1.7608558014571012,0,0,42,2,74,0,-1.6219853260386474,142006.2929421554,0
542,526,62,1,36,1,2,1,9992,74,0,1,-1.7608558014571012,0,0,42,2,74,0,-1.6219853260386474,109235.60995550411,0
543,527,8,7,27,1,25,3,9992,74,0,1,-1.7608210870792869,0,1,74,0,29,2,-1.608439305268112,84828.4198933863,0
567,551,74,1,74,0,2,4,9992,42,2,1,-1.7599879420117424,0,0,74,0,74,0,-1.5813472637270414,69549.57887332451,0
588,572,74,6,32,1,18,0,9992,74,0,0,-1.7592589400776408,0,0,10,2,3,2,-0.7279479551833143,39695.98605029103,0
612,596,4,4,46,2,22,2,9992,42,1,1,-1.758425795010096,0,0,74,0,31,2,-1.608439305268112,79173.19190049388,0
625,609,74,6,36,3,24,3,9992,74,0,0,-1.7579745080985096,0,2,74,0,47,2,-0.4976656020842134,15349.209364327478,0
632,616,74,6,74,0,18,0,9992,74,0,1,-1.7577315074538091,0,2,73,3,39,2,-1.6219853260386474,109235.60995550411,0
638,622,74,4,73,2,22,2,9992,46,2,1,-1.757523221186923,0,2,74,0,74,0,-1.608439305268112,67862.73591470905,0
645,629,74,2,4,3,14,0,9992,74,0,1,-1.7572802205422224,0,0,31,1,25,2,0.2338195195246955,13036.125462371509,0
646,629,74,2,4,3,14,0,9992,74,0,1,-1.7572802205422224,0,0,31,1,25,2,-0.023554875115476145,5279.820675481726,0
670,653,74,3,74,0,28,1,9992,62,1,1,-1.7564470754746777,0,0,43,2,74,0,-1.6219853260386474,68272.25622219009,0
684,667,74,2,74,0,14,3,9992,25,1,0,-1.7559610741852767,0,1,42,1,74,0,-1.5948932844975767,71428.60106006468,0
686,669,74,3,74,0,23,0,3340,3,1,1,-1.755891645429648,0,0,74,0,74,0,-1.6219853260386474,198399.1765816844,1
687,669,74,3,74,0,23,0,3340,3,1,1,-1.755891645429648,0,0,74,0,74,0,-1.6219853260386474,122890.06119994217,1
688,669,74,3,74,0,23,0,3340,3,1,1,-1.755891645429648,0,0,74,0,74,0,-1.6219853260386474,95581.15871106612,1
689,670,74,1,42,3,17,3,9992,50,1,1,-1.7558569310518337,0,2,74,0,51,2,-1.567801242956506,75563.82482319967,0
726,707,74,6,74,0,24,0,9992,29,3,1,-1.7545724990727025,0,0,51,3,74,0,-1.608439305268112,76345.57790404766,0
727,707,74,6,74,0,24,0,9992,29,3,1,-1.7545724990727025,0,0,51,3,74,0,-1.608439305268112,42414.20994669315,0
733,713,74,6,71,1,24,0,9992,74,0,0,-1.7543642128058163,0,1,55,1,62,3,-0.9988683705940213,17292.43155576399,0
734,713,74,6,71,1,24,0,9992,74,0,0,-1.7543642128058163,0,1,55,1,62,3,-1.5948932844975767,71428.60106006468,0
745,724,74,7,74,0,25,2,9992,36,3,1,-1.7539823546498583,0,2,74,0,3,1,-1.5000711391038293,46524.132314507246,0
752,731,74,3,31,2,8,0,9992,47,2,1,-1.7537393540051578,0,0,74,0,74,0,-1.567801242956506,64684.98622997637,0
760,739,74,4,74,0,1,0,9992,31,1,1,-1.753461638982643,0,1,74,0,32,3,-1.6219853260386474,114885.8218804526,0
761,740,74,3,42,2,3,4,9992,39,3,1,-1.7534269246048286,0,2,39,1,74,0,-0.050646916656546845,14501.694500965235,0
768,747,74,5,47,2,21,2,9992,73,2,1,-1.7531839239601281,0,0,74,0,74,0,-1.2291507236931223,19911.020292258007,0
769,748,1,3,74,0,28,2,9992,74,0,1,-1.7531492095823138,0,0,32,1,74,0,-1.608439305268112,76062.81650440305,0
770,748,1,3,74,0,28,2,9992,74,0,1,-1.7531492095823138,0,0,32,1,74,0,-1.608439305268112,40152.11874953618,0
774,752,74,3,47,1,23,1,9992,74,0,1,-1.7530103520710563,0,0,36,2,74,0,-1.608439305268112,73235.20250795684,0
775,753,74,7,29,2,6,1,9992,74,0,0,-1.752975637693242,0,0,3,3,74,0,-0.5653957059368901,12708.925028749538,0
807,785,74,1,62,3,26,3,488,4,1,0,-1.7518647776031824,0,0,4,1,14,1,-1.6219853260386474,163853.4149332562,1
816,794,74,1,74,0,16,0,9992,74,0,1,-1.7515523482028532,0,2,32,1,74,0,0.05772124950773595,12684.88868130689,0
817,794,74,1,74,0,16,0,9992,74,0,1,-1.7515523482028532,0,2,32,1,74,0,-1.608439305268112,42414.20994669315,0
833,810,74,5,62,2,11,1,9992,36,3,1,-1.7509969181578235,0,0,51,2,35,3,-1.6219853260386474,136271.4234194914,0
868,845,74,7,74,0,25,0,9992,74,0,1,-1.749781914934321,0,0,62,2,32,2,-1.6219853260386474,143890.60721388782,0
941,918,74,1,51,1,16,0,9992,74,0,1,-1.747247765353873,0,0,32,2,74,0,-1.486525118333294,36312.69090552186,0
990,967,74,3,74,0,28,2,9992,73,2,1,-1.7455467608409694,0,0,4,2,74,0,-1.486525118333294,35141.31377953729,0
1014,991,74,7,3,3,15,2,9992,39,2,1,-1.7447136157734247,0,0,55,1,74,0,-1.5542552221859707,41225.81388373036,0
1027,1004,74,1,27,1,26,2,9992,39,1,1,-1.744262328861838,0,1,39,3,74,0,-1.6219853260386474,120159.17095105456,0
1032,1009,74,6,74,0,27,1,9992,74,0,1,-1.7440887569727663,0,1,4,3,74,0,-1.6219853260386474,98038.95993506497,0
1043,1020,74,3,32,2,23,0,9992,55,1,1,-1.7437068988168083,0,0,9,2,9,2,-1.5813472637270414,42553.54385646786,0
1044,1020,74,3,32,2,23,0,9992,55,1,1,-1.7437068988168083,0,0,9,2,9,2,-1.5948932844975767,40000.01659363623,0
1066,1042,74,1,47,1,16,2,9992,47,1,1,-1.7429431825048924,0,1,31,1,54,2,-1.5948932844975767,1002.857558883308,0
1067,1042,74,1,47,1,16,2,9992,47,1,1,-1.7429431825048924,0,1,31,1,54,2,-1.5948932844975767,51400.02132282254,0
1068,1043,74,2,74,0,9,2,9992,4,2,0,-1.7429084681270781,0,0,74,0,29,1,-0.9988683705940213,8522.698409626539,0
1075,1050,28,6,74,0,18,3,9992,31,1,0,-1.7426654674823776,0,0,74,0,39,2,-0.7414939759538497,11498.614409094664,0
1080,1055,69,7,74,0,15,2,9992,42,1,1,-1.7424918955933058,0,0,47,2,27,1,-1.6219853260386474,120159.17095105456,0
1081,1056,74,1,54,2,16,0,7846,4,2,1,-1.7424571812154914,0,1,74,0,4,2,-0.9717763290529506,38023.22859800551,1
1084,1059,74,5,51,1,0,0,9992,3,1,0,-1.7423530380820484,0,0,74,0,51,3,-1.3781569521690111,18784.13342910219,0
1099,1074,74,1,74,0,2,0,9992,74,0,0,-1.7418323224148329,0,1,74,0,74,0,-1.567801242956506,47043.626349073726,0
1108,1083,74,2,31,2,4,2,9992,74,0,1,-1.7415198930145037,0,0,3,3,73,1,-1.5948932844975767,54228.59392480111,0
1109,1083,74,2,31,2,4,2,9992,74,0,1,-1.7415198930145037,0,0,3,3,73,1,-1.608439305268112,42414.20994669315,0
1111,1085,74,1,74,0,2,2,9992,55,2,0,-1.741450464258875,0,2,74,0,74,0,-0.8092240798065264,10941.050986218865,0
1112,1085,74,1,74,0,2,2,9992,55,2,0,-1.741450464258875,0,2,74,0,74,0,-1.6219853260386474,108962.52093061536,0
1142,1115,74,2,74,0,14,2,9992,47,3,1,-1.7404090329244444,0,1,36,1,27,3,-1.4594330767922232,29364.44326116338,0
1145,1118,74,6,36,2,24,0,9992,29,3,1,-1.7403048897910012,0,0,74,0,74,0,-1.0530524536761627,8040.432838051835,0
1146,1119,36,1,39,1,17,3,9992,74,0,0,-1.7402701754131868,0,2,74,0,74,0,-0.7279479551833143,11341.710300083152,0
1162,1135,74,2,31,1,4,2,9992,32,1,1,-1.7397147453681572,0,0,51,2,66,1,-1.5948932844975767,57142.88084805175,0
1163,1136,74,1,74,0,17,2,9992,74,0,1,-1.7396800309903429,0,0,51,1,31,3,-1.6219853260386474,51204.19216664256,0
1164,1136,74,1,74,0,17,2,9992,74,0,1,-1.7396800309903429,0,0,51,1,31,3,-1.6219853260386474,32770.68298665124,0
1168,1140,74,1,55,1,17,1,9992,31,1,1,-1.7395411734790853,0,0,42,1,74,0,-1.5000711391038293,26393.498139960844,0
1169,1140,74,1,55,1,17,1,9992,31,1,1,-1.7395411734790853,0,0,42,1,74,0,-1.608439305268112,42414.20994669315,0
1170,1141,74,6,36,1,18,0,9992,36,1,1,-1.739506459101271,0,2,51,2,4,2,-1.567801242956506,46308.56968736945,0
1171,1141,74,6,36,1,18,0,9992,36,1,1,-1.739506459101271,0,2,51,2,4,2,-1.5948932844975767,31428.58446642846,0
1186,1156,4,7,0,1,15,3,9992,55,2,0,-1.7389857434340557,0,2,74,0,74,0,-1.567801242956506,67625.21287679348,0
1187,1157,74,2,74,0,9,4,9992,74,0,0,-1.7389510290562413,0,2,27,1,55,3,-1.608439305268112,70690.34991115525,0
1188,1157,74,2,74,0,9,4,9992,74,0,0,-1.7389510290562413,0,2,27,1,55,3,-1.608439305268112,70690.34991115525,0
1192,1161,74,1,74,0,2,1,9992,39,2,1,-1.7388121715449838,0,0,74,0,74,0,-1.6219853260386474,46425.13423108926,0
1204,1173,74,1,74,0,26,0,9992,14,2,1,-1.7383955990112114,0,1,51,2,74,0,-1.6219853260386474,45059.689106645455,0
1210,1179,56,2,74,0,14,1,6775,74,0,1,-1.7381873127443253,0,0,47,1,39,2,-1.6219853260386474,115844.36435781214,1
1214,1183,74,1,74,0,26,1,9992,74,0,1,-1.738048455233068,0,0,74,0,74,0,-0.2538372282145771,7662.560153332627,0
1215,1183,74,1,74,0,26,1,9992,74,0,1,-1.738048455233068,0,0,74,0,74,0,-1.5948932844975767,33571.4424982304,0
1247,1215,74,6,55,1,18,0,9992,74,0,1,-1.7369375951430084,0,2,73,1,74,0,-1.567801242956506,33133.41408298199,0
1263,1231,24,1,39,3,26,2,9992,74,0,1,-1.7363821650979787,0,0,74,0,74,0,-1.5948932844975767,50000.02074204528,0
1267,1235,74,4,39,1,1,2,9992,74,0,1,-1.7362433075867214,0,0,74,0,74,0,-1.4729790975627586,41673.37648558168,0
1268,1236,56,7,74,0,6,4,9992,74,0,1,-1.7362085932089069,0,2,74,0,74,0,-1.6219853260386474,60079.58547552728,0
1312,1280,74,7,74,0,12,2,9992,74,0,0,-1.7346811605850752,0,2,74,0,74,0,-1.6219853260386474,136544.51244438018,0
1313,1280,74,7,74,0,12,2,9992,74,0,0,-1.7346811605850752,0,2,74,0,74,0,-1.6219853260386474,88016.59272164745,0
1318,1285,74,3,32,2,28,4,9992,74,0,1,-1.7345075886960033,0,0,74,0,74,0,-1.5813472637270414,47312.63868933641,0
1323,1290,74,1,74,0,26,0,9992,62,1,1,-1.7343340168069317,0,1,74,0,74,0,-0.050646916656546845,6132.1451032653,0
1329,1296,59,4,74,0,1,0,9992,62,2,1,-1.7341257305400455,0,1,73,1,74,0,-1.6219853260386474,95581.15871106612,0
1331,1298,74,7,73,2,6,3,9992,3,2,0,-1.7340563017844168,0,1,55,2,51,1,-0.15901508282082966,7506.62593332675,0
1343,1310,74,5,4,1,11,0,9992,74,0,1,-1.7336397292506445,0,2,47,3,34,2,-0.5789417267074255,17464.668572764596,0
1347,1314,74,4,62,1,1,0,9992,69,1,1,-1.733500871739387,0,1,3,1,74,0,-1.4594330767922232,21072.614489820186,0
1352,1319,74,3,29,1,8,0,9992,62,1,0,-1.7333272998503153,0,1,51,2,74,0,-1.567801242956506,32342.493114988185,0
1360,1327,49,3,36,1,23,2,9992,36,2,1,-1.7330495848278002,0,0,9,1,47,1,-1.6219853260386474,108552.88739328225,0
1363,1330,74,3,51,3,8,1,5925,74,0,1,-1.7329454416943573,0,1,74,0,55,1,-1.1614206198404455,51129.16091821899,1
1402,1369,74,4,42,2,22,0,9992,73,2,0,-1.7315915809595972,0,0,74,0,29,2,0.11190533258987735,8086.20117437532,0
1409,1376,74,6,74,0,27,1,9992,51,2,0,-1.7313485803148967,0,1,27,1,23,1,-1.6219853260386474,40963.35373331405,0
1410,1376,74,6,74,0,27,1,9992,51,2,0,-1.7313485803148967,0,1,27,1,23,1,-1.6219853260386474,21574.032966212068,0
1411,1377,74,7,74,0,25,0,9992,29,1,1,-1.7313138659370824,0,0,4,1,29,2,-0.5924877474779608,11693.099178441693,0
1438,1404,74,6,38,2,24,1,9992,74,0,1,-1.7303765777360947,0,0,27,3,74,0,-1.608439305268112,40347.22411529097,0
1450,1416,55,1,74,0,17,2,9992,36,1,1,-1.7299600052023225,0,1,74,0,47,2,-0.3892974359199306,10178.424124746112,0
1489,1455,74,3,29,3,28,1,8304,74,0,1,-1.7286061444675624,0,0,74,0,36,2,-1.608439305268112,160891.23639778935,1
1490,1455,74,3,29,3,28,1,8304,74,0,1,-1.7286061444675624,0,0,74,0,36,2,-1.6219853260386474,68272.25622219009,1
1519,1484,74,3,74,0,8,1,9992,73,2,1,-1.727599427510946,0,1,74,0,74,0,-1.6219853260386474,90119.37821329093,0
1522,1487,74,6,74,0,24,0,9992,31,2,1,-1.727495284377503,0,0,42,1,74,0,-1.6219853260386474,115571.27533292335,0
1528,1493,74,1,74,0,17,0,9992,74,0,0,-1.727286998110617,0,0,74,0,51,3,-1.2291507236931223,12582.53284164985,0
1556,1521,74,1,74,0,2,1,9992,74,0,1,-1.7263149955318149,0,1,42,1,74,0,-1.6219853260386474,42328.79885775785,0
1557,1521,74,1,74,0,2,1,9992,74,0,1,-1.7263149955318149,0,1,42,1,74,0,-1.6219853260386474,24578.01223998843,0
1564,1528,74,7,74,0,25,0,9992,74,0,0,-1.7260719948871144,0,0,74,0,62,1,-1.6219853260386474,109235.60995550411,0
1565,1529,74,3,32,1,3,2,9992,27,2,0,-1.7260372805093,0,1,42,2,36,1,-1.6219853260386474,107870.16483106032,0
1575,1539,74,3,42,3,28,0,7289,55,2,1,-1.7256901367311563,0,1,62,1,74,0,-1.5000711391038293,55918.4282626289,1
1589,1553,74,1,74,0,17,3,7626,62,2,1,-1.7252041354417553,0,0,74,0,74,0,-1.0936905159877688,35801.358124227794,1
