,token_ids,Artifact,Category,Eastern Resource,Eastern Resource Tier,Environment,Environment Tier,Koda,Northern Resource,Northern Resource Tier,Obelisk Piece,Plot,Sediment,Sediment Tier,Southern Resource,Southern Resource Tier,Western Resource,Western Resource Tier,block_timestamp,price_usd,koda_or_not
88388,81774,43,6,47,2,20,1,9992,74,0,1,1.0616314011171064,4,1,31,3,74,0,-1.6219853260386474,19116.231742213226,0
88389,81775,55,1,74,0,2,2,9992,74,0,1,1.0616661154949207,4,2,4,3,31,2,-1.5542552221859707,11735.615018901906,0
88400,81786,74,2,51,1,14,1,9992,51,2,1,1.0620479736508786,4,1,25,1,42,1,-1.5542552221859707,11543.2278874445,0
88401,81786,74,2,51,1,14,1,9992,51,2,1,1.0620479736508786,4,1,25,1,42,1,-1.567801242956506,11143.45899143684,0
88405,81790,74,3,62,2,28,1,9992,51,3,1,1.062186831162136,4,1,62,3,26,1,-1.3646109313984758,7057.544369601748,0
88407,81792,41,4,74,0,22,1,9992,74,0,1,1.0622562599177647,4,0,55,1,74,0,-0.29447529052618315,4990.744955162932,0
88408,81793,74,3,47,1,23,3,9992,42,1,1,1.062290974295579,4,0,39,3,55,3,-1.3646109313984758,8065.764993830569,0
88409,81794,74,1,74,0,2,2,9992,74,0,1,1.0623256886733934,4,2,51,1,74,0,-0.4705735605431427,3949.918474244496,0
88410,81794,74,1,74,0,2,2,9992,74,0,1,1.0623256886733934,4,2,51,1,74,0,-1.4594330767922232,5684.70530423056,0
88411,81794,74,1,74,0,2,2,9992,74,0,1,1.0623256886733934,4,2,51,1,74,0,-1.4729790975627586,5941.426862626703,0
88412,81795,74,2,74,0,9,1,9992,74,0,1,1.062360403051208,4,2,39,3,27,2,-1.5000711391038293,7043.485223960736,0
88415,81798,55,4,74,0,22,0,9992,74,0,1,1.062464546184651,4,2,62,2,74,0,-1.608439305268112,15240.839440845071,0
88416,81799,7,6,74,0,27,3,9315,47,1,0,1.0624992605624652,4,1,29,2,74,0,-0.37575141514939525,31947.46569180752,1
88417,81799,7,6,74,0,27,3,9315,47,1,0,1.0624992605624652,4,1,29,2,74,0,-0.4163894774610013,31492.63645867709,1
88420,81802,51,5,36,3,11,3,9300,29,1,1,1.0626034036959084,4,1,35,1,35,1,-1.6219853260386474,40963.35373331405,1
88421,81802,51,5,36,3,11,3,9300,29,1,1,1.0626034036959084,4,1,35,1,35,1,-1.6219853260386474,19771.645401946247,1
88422,81802,51,5,36,3,11,3,9300,29,1,1,1.0626034036959084,4,1,35,1,35,1,-1.6219853260386474,19662.409791990744,1
88425,81805,74,5,3,1,11,0,9992,35,3,1,1.0627075468293514,4,0,62,1,51,1,-1.567801242956506,17347.337216220938,0
88430,81810,74,1,4,1,2,2,9992,47,1,1,1.0628811187184233,4,0,74,0,55,2,-0.673763872101173,3881.034605047154,0
88431,81811,74,7,55,2,25,1,9992,27,1,1,1.0629158330962376,4,0,7,2,73,1,-1.3781569521690111,7283.6435745498275,0
88432,81812,74,1,73,2,16,1,9992,6,3,0,1.062950547474052,4,2,4,2,4,3,-0.6060337682484962,6434.201532866407,0
88433,81813,74,1,74,0,2,2,9992,57,1,0,1.0629852618518663,4,0,51,2,74,0,-1.1072365367583041,4769.0445087764365,0
88435,81815,74,2,74,0,14,0,9992,74,0,1,1.063054690607495,4,0,74,0,55,2,-1.5271631806449,8646.055909558465,0
88436,81816,74,6,74,0,18,1,7084,74,0,1,1.0630894049853095,4,2,74,0,42,1,-1.5948932844975767,67714.31380494131,1
88440,81820,51,5,32,1,19,0,9992,74,0,1,1.0632282624965668,4,0,47,1,31,2,-1.6219853260386474,24031.83419021091,0
88441,81821,74,6,3,3,18,2,1941,36,1,1,1.063262976874381,4,1,10,1,39,3,-1.567801242956506,76445.8928172448,1
88442,81822,31,6,3,2,24,3,9992,62,2,0,1.0632976912521954,4,1,3,3,74,0,-0.4976656020842134,12276.29457667433,0
88443,81822,31,6,3,2,24,3,9992,62,2,0,1.0632976912521954,4,1,3,3,74,0,-1.5407092014154353,24261.41170091152,0
88446,81825,74,5,62,2,11,0,9992,39,3,1,1.0634018343856386,4,0,36,2,29,1,-1.6219853260386474,19798.954304435123,0
88450,81829,74,4,74,0,1,0,9992,74,0,1,1.063540691896896,4,0,73,3,69,2,-1.5407092014154353,9677.607556252484,0
88451,81830,51,3,55,2,23,2,9992,74,0,1,1.0635754062747105,4,0,74,0,42,1,-1.5948932844975767,13142.8625950519,0
88452,81831,74,6,74,0,18,1,9992,74,0,1,1.0636101206525248,4,0,74,0,74,0,-1.608439305268112,12073.911764825316,0
88453,81832,74,1,62,1,16,0,9992,74,0,1,1.0636448350303391,4,1,74,0,74,0,-1.5948932844975767,11108.57603686126,0
88454,81833,74,1,74,0,17,3,9992,74,0,1,1.0636795494081535,4,0,55,1,74,0,-1.5948932844975767,10657.118706721229,0
88458,81837,74,1,74,0,2,0,2263,73,2,1,1.063818406919411,4,0,36,1,42,1,-1.486525118333294,35141.31377953729,1
88459,81837,74,1,74,0,2,0,2263,73,2,1,1.063818406919411,4,0,36,1,42,1,-1.5948932844975767,66571.45618798028,1
88460,81838,74,1,74,0,2,0,9992,74,0,1,1.0638531212972253,4,2,74,0,55,3,-0.21319916590297106,3227.970001436244,0
88461,81838,74,1,74,0,2,0,9992,74,0,1,1.0638531212972253,4,2,74,0,55,3,-0.29447529052618315,3637.322594440781,0
88462,81838,74,1,74,0,2,0,9992,74,0,1,1.0638531212972253,4,2,74,0,55,3,-0.7956780590359911,2916.504913140568,0
88464,81840,74,1,74,0,26,1,9992,32,3,1,1.063922550052854,4,0,74,0,74,0,-0.5518496851663548,4067.9335576134154,0
88465,81840,74,1,74,0,26,1,9992,32,3,1,1.063922550052854,4,0,74,0,74,0,-1.0395064329056274,2711.9491399091253,0
88466,81841,74,1,74,0,2,0,9992,73,2,1,1.0639572644306683,4,1,3,1,31,1,-1.025960412135092,2641.7794750380026,0
88467,81841,74,1,74,0,2,0,9992,73,2,1,1.0639572644306683,4,1,3,1,31,1,-1.2291507236931223,5054.754014140112,0
88468,81841,74,1,74,0,2,0,9992,73,2,1,1.0639572644306683,4,1,3,1,31,1,-1.6219853260386474,21819.81308861195,0
88469,81842,61,3,29,1,28,3,9992,74,0,1,1.0639919788084826,4,2,74,0,4,1,-1.1614206198404455,6905.987360134441,0
88470,81842,61,3,29,1,28,3,9992,74,0,1,1.0639919788084826,4,2,74,0,4,1,-1.1614206198404455,5917.135185431385,0
88471,81843,74,3,74,0,3,3,295,74,0,1,1.064026693186297,4,1,62,1,51,1,-0.1996531451324357,29741.8902577264,1
88472,81843,74,3,74,0,3,3,295,74,0,1,1.064026693186297,4,1,62,1,51,1,-1.608439305268112,84828.4198933863,1
88477,81848,74,4,55,1,10,0,2714,74,0,0,1.0642002650753688,4,1,4,1,47,1,-1.4458870560216879,47813.82356875231,1
88478,81848,74,4,55,1,10,0,2714,74,0,0,1.0642002650753688,4,1,4,1,47,1,-1.486525118333294,38655.44515749101,1
88479,81849,74,6,39,2,18,0,3653,74,0,0,1.0642349794531831,4,0,36,1,74,0,-1.5948932844975767,70000.02903886339,1
88484,81854,65,3,27,1,8,3,9992,74,0,1,1.064408551342255,4,0,74,0,74,0,-1.4729790975627586,13967.564905122425,0
88485,81854,65,3,27,1,8,3,9992,74,0,1,1.064408551342255,4,0,74,0,74,0,-1.608439305268112,24741.622468904337,0
88486,81854,65,3,27,1,8,3,9992,74,0,1,1.064408551342255,4,0,74,0,74,0,-1.608439305268112,21744.351632671354,0
88487,81854,65,3,27,1,8,3,9992,74,0,1,1.064408551342255,4,0,74,0,74,0,-1.608439305268112,14986.354181164912,0
88488,81854,65,3,27,1,8,3,9992,74,0,1,1.064408551342255,4,0,74,0,74,0,-1.6219853260386474,20208.587841768265,0
88491,81857,56,2,62,2,9,4,9992,51,1,1,1.064512694475698,4,2,74,0,32,1,-1.6219853260386474,21300.943941323305,0
88492,81857,56,2,62,2,9,4,9992,51,1,1,1.064512694475698,4,2,74,0,32,1,-1.6219853260386474,19116.231742213226,0
88493,81858,74,3,74,0,23,0,9992,9,2,1,1.0645474088535125,4,2,74,0,74,0,-1.6219853260386474,15156.440881326198,0
88494,81859,43,2,29,2,9,4,9992,74,0,1,1.0645821232313268,4,0,74,0,47,2,-1.6219853260386474,20481.676866657024,0
88495,81860,74,4,46,2,22,1,9992,47,3,1,1.0646168376091412,4,2,31,1,52,2,-1.3104268483163344,14401.611543391786,0
88497,81862,74,1,74,0,16,0,9992,36,1,0,1.0646862663647698,4,0,74,0,36,1,-1.6219853260386474,19389.32076710198,0
88498,81863,74,4,74,0,1,4,9992,74,0,1,1.0647209807425841,4,1,51,2,47,3,-1.1749666406109809,5950.00524088335,0
88500,81865,74,5,74,0,11,1,9992,74,0,0,1.064790409498213,4,0,73,1,55,1,-0.3351133528377892,3608.6883801646,0
88504,81869,74,1,31,1,26,1,9992,74,0,1,1.0649292670094703,4,0,42,2,40,2,-1.6219853260386474,19525.865279546364,0
88509,81874,74,1,74,0,16,1,9992,74,0,1,1.0651028388985422,4,0,73,1,3,2,-1.6219853260386474,21492.10625874544,0
88510,81875,74,2,74,0,4,1,9992,74,0,1,1.0651375532763565,4,1,74,0,74,0,-1.608439305268112,13289.785783297188,0
88511,81876,74,2,29,2,9,2,9992,47,3,1,1.0651722676541708,4,1,47,1,29,2,-1.5136171598743646,8795.571502630988,0
88514,81879,74,1,74,0,2,1,9992,74,0,0,1.065276410787614,4,2,57,2,74,0,-0.32156733206725385,4018.640755325952,0
88515,81879,74,1,74,0,2,1,9992,74,0,0,1.065276410787614,4,2,57,2,74,0,-0.714401934412779,3828.710804834226,0
88516,81879,74,1,74,0,2,1,9992,74,0,0,1.065276410787614,4,2,57,2,74,0,-0.7685860174949204,3200.152103494215,0
88519,81882,28,4,2,2,10,1,9992,4,1,1,1.065380553921057,4,0,74,0,74,0,-1.6219853260386474,21300.943941323305,0
88520,81883,74,1,36,1,16,1,1427,55,1,1,1.0654152682988713,4,2,74,0,74,0,-1.6219853260386474,21519.415161234312,1
88521,81884,18,1,74,0,17,0,9992,55,1,1,1.0654499826766857,4,2,3,1,74,0,-1.5948932844975767,12000.004978090868,0
88522,81885,4,4,32,1,10,3,9992,74,0,1,1.0654846970545,4,2,51,1,74,0,-1.608439305268112,14081.517702302126,0
88523,81885,4,4,32,1,10,3,9992,74,0,1,1.0654846970545,4,2,51,1,74,0,-1.608439305268112,12441.501584363325,0
88524,81886,74,7,51,1,25,2,9992,74,0,1,1.0655194114323145,4,0,74,0,74,0,-1.6219853260386474,16112.25246843686,0
88527,81889,74,3,51,2,23,0,9992,74,0,1,1.0656235545657575,4,1,42,1,74,0,-1.486525118333294,6559.711905513626,0
88528,81889,74,3,51,2,23,0,9992,74,0,1,1.0656235545657575,4,1,42,1,74,0,-1.5000711391038293,6710.211391515468,0
88531,81892,74,7,29,1,25,0,9992,74,0,0,1.0657276976992005,4,2,74,0,74,0,-0.3622053943788599,3492.126560766306,0
88534,81895,8,1,74,0,26,1,9992,44,3,0,1.0658318408326437,4,1,62,1,40,2,-1.6219853260386474,20235.89674425714,0
88536,81897,74,3,31,3,23,4,9992,74,0,1,1.0659012695882724,4,2,74,0,74,0,-1.5948932844975767,17142.864254415523,0
88538,81899,0,4,74,0,7,0,9992,74,0,0,1.065970698343901,4,1,51,1,29,2,-0.5789417267074255,5198.785063520623,0
88539,81899,0,4,74,0,7,0,9992,74,0,0,1.065970698343901,4,1,51,1,29,2,-1.215604702922587,7235.53709836833,0
88540,81899,0,4,74,0,7,0,9992,74,0,0,1.065970698343901,4,1,51,1,29,2,-1.5948932844975767,13428.57699929216,0
88541,81900,74,3,74,0,28,2,9992,74,0,0,1.0660054127217156,4,0,74,0,26,1,-1.0124143913645567,3251.192327256546,0
88542,81900,74,3,74,0,28,2,9992,74,0,0,1.0660054127217156,4,0,74,0,26,1,-1.6219853260386474,20481.676866657024,0
88543,81901,74,7,70,1,12,0,9992,74,0,1,1.0660401270995299,4,0,74,0,74,0,-1.4729790975627586,7400.724688535015,0
88544,81902,74,5,39,1,11,2,9992,35,1,0,1.0660748414773442,4,0,74,0,74,0,0.17963543644255411,3906.9850766634327,0
88546,81904,74,4,32,1,7,1,9992,29,1,0,1.0661442702329729,4,0,74,0,39,3,-1.6219853260386474,16112.25246843686,0
88547,81905,74,6,4,2,20,3,9992,74,0,1,1.0661789846107872,4,2,51,1,74,0,-1.608439305268112,14081.517702302126,0
88548,81905,74,6,4,2,20,3,9992,74,0,1,1.0661789846107872,4,2,51,1,74,0,-1.6219853260386474,22393.300040878345,0
88549,81906,74,3,74,0,28,0,9992,36,1,1,1.0662136989886015,4,0,74,0,74,0,-1.6219853260386474,18843.142717324463,0
88554,81911,18,4,74,0,10,1,9992,74,0,0,1.0663872708776734,4,1,2,1,74,0,-0.13192304127975896,6464.177840165756,0
88555,81912,74,2,74,0,13,0,9992,17,1,0,1.0664219852554877,4,0,74,0,27,2,-0.172561103591365,4947.366162144638,0
88556,81913,74,7,74,0,15,0,9992,74,0,1,1.066456699633302,4,2,74,0,45,3,-1.6219853260386474,19362.01186461311,0
88557,81914,74,1,62,3,2,1,9992,74,0,1,1.0664914140111166,4,2,73,2,31,1,-1.6219853260386474,19635.100889501868,0
88562,81919,51,6,74,0,24,1,9992,74,0,0,1.0666649859001882,4,0,74,0,38,1,-1.5271631806449,11042.173233274514,0
88563,81920,74,2,32,3,14,3,9992,36,1,1,1.0666997002780025,4,1,73,2,74,0,-1.2291507236931223,5417.101972142988,0
88564,81920,74,2,32,3,14,3,9992,36,1,1,1.0666997002780025,4,1,73,2,74,0,-1.608439305268112,16965.68397867726,0
88567,81923,74,4,74,0,10,0,9992,29,1,1,1.0668038434114457,4,0,74,0,29,1,-1.608439305268112,13289.785783297188,0
88569,81925,74,2,74,0,14,2,5345,74,0,1,1.0668732721670744,4,2,55,1,3,1,-1.6219853260386474,78889.95750986508,1
88573,81929,74,5,74,0,0,3,9992,74,0,1,1.067012129678332,4,1,29,1,74,0,-1.608439305268112,20641.582174057334,0
88574,81929,74,5,74,0,0,3,9992,74,0,1,1.067012129678332,4,1,29,1,74,0,-1.608439305268112,15551.876980454155,0
88575,81930,74,2,55,2,14,0,9992,74,0,1,1.0670468440561462,4,0,74,0,31,3,-1.5948932844975767,11142.86176537009,0
88576,81930,74,2,55,2,14,0,9992,74,0,1,1.0670468440561462,4,0,74,0,31,3,-1.6219853260386474,21847.121991100827,0
88577,81931,74,7,74,0,12,4,9992,39,2,0,1.0670815584339606,4,2,60,1,17,3,-1.608439305268112,25109.212288442348,0
88578,81932,74,3,74,0,28,3,9992,39,2,1,1.067116272811775,4,1,43,1,74,0,-1.4729790975627586,6858.699781769071,0
88585,81939,74,7,74,0,6,2,1376,74,0,1,1.0673592734564754,4,1,74,0,62,2,-1.608439305268112,82000.80589694009,1
88586,81940,74,7,74,0,12,2,2976,74,0,1,1.0673939878342897,4,0,74,0,74,0,-1.5000711391038293,49208.21687111344,1
88587,81940,74,7,74,0,12,2,2976,74,0,1,1.0673939878342897,4,0,74,0,74,0,-1.6219853260386474,76464.92696885289,1
88588,81941,74,4,4,1,22,2,3301,74,0,1,1.067428702212104,4,1,74,0,29,1,-1.608439305268112,79173.19190049388,1
88589,81942,74,6,42,3,18,1,9992,74,0,1,1.0674634165899186,4,0,74,0,39,1,-0.3080213112967185,3690.324734410513,0
88591,81944,74,4,74,0,1,0,9992,74,0,1,1.0675328453455473,4,0,4,2,73,1,-1.5407092014154353,9677.607556252484,0
88601,81954,69,3,29,3,28,0,9992,39,2,1,1.0678799891236908,4,0,55,1,27,1,-1.608439305268112,18379.490976900364,0
88602,81954,69,3,29,3,28,0,9992,39,2,1,1.0678799891236908,4,0,55,1,27,1,-1.6219853260386474,15019.896368881818,0
88607,81959,74,7,73,2,6,0,9992,31,1,1,1.0680535610127626,4,0,74,0,27,1,-0.6873098928717083,3512.238040975933,0
88608,81959,74,7,73,2,6,0,9992,31,1,1,1.0680535610127626,4,0,74,0,27,1,-0.8363161213475971,3783.199988513239,0
88609,81960,74,2,74,0,14,2,9992,62,2,0,1.068088275390577,4,1,74,0,32,3,-1.5813472637270414,11104.554610026606,0
88612,81963,74,1,74,0,2,2,9992,74,0,1,1.0681924185240201,4,0,74,0,74,0,-1.608439305268112,13007.024383652564,0
88619,81970,74,2,74,0,14,3,9992,74,0,1,1.0684354191687206,4,0,74,0,74,0,-1.608439305268112,13007.024383652564,0
88620,81970,74,2,74,0,14,3,9992,74,0,1,1.0684354191687206,4,0,74,0,74,0,-1.608439305268112,14138.069982231047,0
88621,81971,74,1,3,2,17,0,9992,74,0,1,1.068470133546535,4,0,74,0,47,2,-1.608439305268112,14138.069982231047,0
88623,81973,74,6,74,0,24,3,7060,74,0,1,1.0685395623021636,4,0,74,0,51,3,-1.608439305268112,79173.19190049388,1
88624,81974,74,4,74,0,1,3,9992,74,0,1,1.068574276679978,4,0,74,0,74,0,-0.023554875115476145,2489.058318441385,0
88625,81974,74,4,74,0,1,3,9992,74,0,1,1.068574276679978,4,0,74,0,74,0,-1.608439305268112,14138.069982231047,0
88629,81978,74,5,74,0,21,0,9992,74,0,1,1.0687131341912355,4,2,74,0,3,1,-1.608439305268112,13572.547182941807,0
88632,81981,74,1,74,0,16,2,9992,74,0,1,1.0688172773246785,4,0,74,0,36,1,-0.2538372282145771,3504.344176790788,0
88633,81981,74,1,74,0,16,2,9992,74,0,1,1.0688172773246785,4,0,74,0,36,1,-1.608439305268112,13572.547182941807,0
88635,81983,69,6,74,0,24,4,9992,3,2,0,1.0688867060803071,4,2,27,1,74,0,-1.5948932844975767,19017.15074623162,0
88636,81984,59,6,74,0,20,2,9992,15,3,0,1.0689214204581214,4,1,74,0,74,0,-1.608439305268112,19756.53899316967,0
88640,81988,74,5,74,0,11,1,9992,39,3,0,1.069060277969379,4,0,74,0,74,0,-1.567801242956506,10878.8385932233,0
88641,81988,74,5,74,0,11,1,9992,39,3,0,1.069060277969379,4,0,74,0,74,0,-1.567801242956506,10875.89836657648,0
88653,82000,74,3,74,0,28,2,9542,74,0,1,1.0694768505031513,4,1,74,0,74,0,-1.6219853260386474,106504.71970661652,1
88657,82004,74,1,74,0,26,4,9992,74,0,1,1.0696157080144086,4,1,74,0,74,0,-1.5948932844975767,12142.862180210996,0
88658,82004,74,1,74,0,26,4,9992,74,0,1,1.0696157080144086,4,1,74,0,74,0,-1.6219853260386474,18761.216009857835,0
88659,82004,74,1,74,0,26,4,9992,74,0,1,1.0696157080144086,4,1,74,0,74,0,-1.6219853260386474,13627.14234194914,0
88660,82004,74,1,74,0,26,4,9992,74,0,1,1.0696157080144086,4,1,74,0,74,0,-1.6219853260386474,23676.81845785552,0
88666,82010,74,4,74,0,22,1,9992,74,0,0,1.0698239942812948,4,0,27,1,74,0,-1.6219853260386474,18706.598204880083,0
88671,82015,74,4,62,1,22,2,9992,62,1,1,1.0699975661703667,4,0,74,0,74,0,-1.6219853260386474,16084.943565947982,0
88676,82020,4,7,74,0,6,4,9992,74,0,1,1.0701711380594385,4,2,74,0,74,0,-1.608439305268112,16682.922579032638,0
88677,82020,4,7,74,0,6,4,9992,74,0,1,1.0701711380594385,4,2,74,0,74,0,-1.6219853260386474,21792.504186123075,0
88678,82021,74,6,4,1,24,0,2446,74,0,1,1.0702058524372529,4,0,74,0,74,0,-1.6219853260386474,21519.415161234312,1
88682,82025,74,1,74,0,17,0,9992,42,2,1,1.0703447099485102,4,0,3,1,74,0,-0.7414939759538497,3127.6231192737487,0
88683,82025,74,1,74,0,17,0,9992,42,2,1,1.0703447099485102,4,0,3,1,74,0,-1.3104268483163344,6096.024612202824,0
88685,82027,74,3,74,0,8,3,9992,74,0,1,1.070414138704139,4,2,74,0,74,0,-1.5948932844975767,11142.86176537009,0
88688,82030,74,3,74,0,23,0,9992,47,2,1,1.070518281837582,4,1,74,0,74,0,-1.1343285782993748,5217.375644567328,0
88689,82030,74,3,74,0,23,0,9992,47,2,1,1.070518281837582,4,1,74,0,74,0,-1.5813472637270414,10074.808944435164,0
88690,82031,33,4,55,1,22,2,9992,74,0,1,1.0705529962153963,4,0,74,0,74,0,-1.6219853260386474,27308.902488876032,0
88691,82031,33,4,55,1,22,2,9992,74,0,1,1.0705529962153963,4,0,74,0,74,0,-1.6219853260386474,19525.865279546364,0
88693,82033,74,7,74,0,15,3,9992,74,0,1,1.070622424971025,4,0,74,0,74,0,-1.6219853260386474,20754.765891545783,0
88694,82034,74,3,74,0,8,3,9992,3,1,1,1.0706571393488395,4,1,74,0,27,1,-1.6219853260386474,18733.90710736896,0
88695,82035,30,2,74,0,4,1,9992,74,0,1,1.0706918537266539,4,0,74,0,51,1,-0.0912849789681529,9713.23624416736,0
88696,82036,74,1,31,2,17,2,9992,74,0,1,1.0707265681044682,4,0,74,0,27,3,-1.1749666406109809,5312.504679360133,0
88699,82039,74,3,74,0,8,1,9992,55,1,1,1.0708307112379112,4,1,74,0,55,2,-1.2697887860047283,5078.972359517967,0
88700,82039,74,3,74,0,8,1,9992,55,1,1,1.0708307112379112,4,1,74,0,55,2,-1.296880827545799,6114.112059040824,0
88701,82040,74,3,32,2,8,0,9992,74,0,1,1.0708654256157255,4,0,74,0,74,0,-0.5924877474779608,3408.230697379478,0
88704,82043,36,6,74,0,18,2,9992,27,1,1,1.0709695687491687,4,0,74,0,74,0,-1.6219853260386474,21300.943941323305,0
88705,82044,74,6,3,3,18,1,9992,39,1,1,1.071004283126983,4,0,74,0,74,0,-1.6219853260386474,14146.011489237784,0
88706,82044,74,6,3,3,18,1,9992,39,1,1,1.071004283126983,4,0,74,0,74,0,-1.6219853260386474,13654.451244438016,0
88707,82045,74,3,36,1,23,0,9992,74,0,1,1.0710389975047974,4,0,29,1,74,0,-1.608439305268112,11875.978785074083,0
88708,82045,74,3,36,1,23,0,9992,74,0,1,1.0710389975047974,4,0,29,1,74,0,-1.6219853260386474,13654.451244438016,0
88709,82046,69,3,74,0,23,0,9992,74,0,1,1.0710737118826117,4,1,74,0,74,0,-0.0912849789681529,3075.858143986331,0
88710,82047,74,5,55,1,11,0,9992,74,0,0,1.071108426260426,4,2,74,0,34,3,-1.5813472637270414,9740.83737721632,0
88711,82048,37,4,74,0,22,4,9992,39,3,1,1.0711431406382406,4,2,74,0,39,3,0.13899737413094806,8157.7274499181985,0
88713,82050,74,3,62,2,28,0,852,36,1,1,1.0712125693938692,4,2,74,0,47,1,-1.5407092014154353,53887.29110013569,1
88715,82052,74,7,39,1,12,1,5642,74,0,0,1.0712819981494979,4,0,74,0,55,1,-1.337518889857405,62182.91706613971,1
88716,82053,74,7,42,2,6,1,9992,74,0,1,1.0713167125273122,4,2,62,1,74,0,-1.1072365367583041,4787.177757859237,0
88718,82055,74,2,74,0,4,1,9992,64,3,1,1.071386141282941,4,1,74,0,66,2,-1.6219853260386474,19416.62966959086,0
88719,82056,74,1,51,1,2,0,9992,74,0,1,1.0714208556607554,4,2,62,1,73,1,-1.5136171598743646,6552.57475840704,0
88720,82056,74,1,51,1,2,0,9992,74,0,1,1.0714208556607554,4,2,62,1,73,1,-1.5813472637270414,10714.921114937952,0
88721,82057,56,3,20,3,3,0,9992,3,3,0,1.0714555700385697,4,0,74,0,31,1,-1.5813472637270414,16698.57836094226,0
88722,82058,74,6,38,3,24,3,9992,74,0,1,1.071490284416384,4,1,74,0,55,1,-1.4187950144806172,9624.25252009799,0
88723,82059,74,1,51,2,2,0,9992,74,0,1,1.0715249987941984,4,0,32,2,74,0,-1.5000711391038293,6710.211391515468,0
88724,82060,0,4,3,2,1,0,9992,74,0,1,1.0715597131720127,4,0,47,2,4,3,-1.486525118333294,9324.161922837226,0
88725,82061,74,4,39,1,7,0,9992,74,0,1,1.071594427549827,4,2,32,1,36,3,-1.608439305268112,14703.592781520292,0
88727,82063,74,7,74,0,12,4,9992,73,2,1,1.071663856305456,4,1,74,0,51,2,-1.608439305268112,13431.166483119498,0
88728,82064,74,6,74,0,27,4,4854,27,2,1,1.0716985706832702,4,2,74,0,74,0,-1.256242765234193,36261.190399478015,1
88729,82064,74,6,74,0,27,4,4854,27,2,1,1.0716985706832702,4,2,74,0,74,0,-1.6219853260386474,17477.69759288066,1
88730,82065,74,4,74,0,1,1,9992,74,0,0,1.0717332850610846,4,0,74,0,74,0,-1.5813472637270414,9601.6825575418,0
88731,82065,74,4,74,0,1,1,9992,74,0,0,1.0717332850610846,4,0,74,0,74,0,-1.6219853260386474,18296.96466754694,0
88735,82069,74,2,3,1,9,2,9992,39,1,1,1.071872142572342,4,0,27,3,3,2,0.12545135336041272,2963.9816048432704,0
88736,82070,74,6,74,0,24,0,9992,74,0,1,1.0719068569501564,4,0,74,0,74,0,-1.6219853260386474,24222.99650763304,0
88737,82071,74,1,74,0,2,2,9992,74,0,1,1.0719415713279707,4,0,3,1,74,0,-1.6219853260386474,19304.66316938647,0
88738,82072,74,6,32,3,24,4,9992,74,0,1,1.071976285705785,4,1,3,2,74,0,-1.567801242956506,13525.042575358695,0
88739,82072,74,6,32,3,24,4,9992,74,0,1,1.071976285705785,4,1,3,2,74,0,-1.567801242956506,11025.849925564156,0
88740,82072,74,6,32,3,24,4,9992,74,0,1,1.071976285705785,4,1,3,2,74,0,-1.567801242956506,9996.770599178166,0
88741,82073,74,4,74,0,1,0,9992,36,2,1,1.0720110000835994,4,0,74,0,39,1,-1.567801242956506,9996.770599178166,0
88742,82074,69,5,74,0,0,1,1429,74,0,1,1.0720457144614137,4,0,74,0,74,0,-1.5813472637270414,89059.08459169207,1
88743,82075,74,7,42,3,15,1,9992,62,2,1,1.072080428839228,4,0,74,0,47,1,-1.6219853260386474,21847.121991100827,0
88744,82076,74,7,36,3,12,2,9992,29,1,1,1.0721151432170426,4,0,3,1,55,2,-0.29447529052618315,4144.855979711588,0
88747,82079,74,5,51,2,19,1,9992,74,0,1,1.0722192863504856,4,1,48,2,27,1,-0.10483099973868824,4729.635330287556,0
88750,82082,74,3,51,3,8,0,9992,74,0,1,1.0723234294839286,4,0,74,0,74,0,-1.6219853260386474,13627.14234194914,0
88751,82083,74,1,36,2,2,3,9992,36,1,1,1.072358143861743,4,0,74,0,74,0,-1.6219853260386474,15702.61893110372,0
88754,82086,74,2,74,0,13,4,9992,74,0,1,1.072462286995186,4,0,74,0,74,0,-1.6219853260386474,22065.593211011837,0
88755,82087,74,3,29,2,28,1,9992,74,0,1,1.0724970013730004,4,0,74,0,47,1,-1.6219853260386474,24304.923215099672,0
88756,82088,74,2,55,3,14,2,9992,55,2,1,1.0725317157508147,4,1,73,2,74,0,-1.6219853260386474,21410.17955127881,0
88758,82090,74,4,74,0,1,0,9992,4,1,1,1.0726011445064436,4,0,74,0,74,0,-1.5948932844975767,10857.147361129832,0
88759,82090,74,4,74,0,1,0,9992,4,1,1,1.0726011445064436,4,0,74,0,74,0,-1.6219853260386474,17750.786617769423,0
88760,82091,74,1,73,3,26,1,9992,74,0,0,1.072635858884258,4,1,47,2,55,3,-1.6219853260386474,17204.6085679919,0
88761,82092,54,3,74,0,23,3,3344,55,1,0,1.0726705732620723,4,0,74,0,74,0,-0.13192304127975896,21608.823065696957,1
88762,82093,74,5,74,0,0,2,9992,4,1,0,1.0727052876398866,4,0,31,3,74,0,-0.1454690620502943,4401.877631923169,0
88765,82096,74,2,74,0,13,2,9992,74,0,1,1.0728094307733296,4,0,3,2,3,2,-1.6219853260386474,20181.27893927939,0
88770,82101,23,1,47,2,16,4,9992,74,0,0,1.0729830026624014,4,0,51,2,36,3,-1.608439305268112,20076.05937476809,0
88771,82102,74,3,27,2,23,3,9992,74,0,1,1.0730177170402158,4,0,74,0,74,0,-1.296880827545799,6331.766533634511,0
